Gravité	Code	Description	Projet	Fichier	Ligne	État de la suppression
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'ap_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'mac_address', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'network' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' not terminated with a closing comment [google-readability-namespace-comments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'address_dst' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'hops', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		non-const reference parameter 'ip_address', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'local_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' not terminated with a closing comment [llvm-namespace-comment]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'filename' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		#includes are not sorted properly [llvm-include-order]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'remote' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'mac_address' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'Qolyester' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		parameter 'vlans' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'net' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		namespace 'qolsr' starts here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/sources/core_engine/ressources/generation_output/includes/b4mesh/core_engine/generated/state.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator*' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter 'i', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator++' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'result' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator--' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		throwing an exception whose type 'detail::other_error' is not derived from 'std::exception' [hicpp-exception-baseclass]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'element_type' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter 'utf8_bytes', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		move assignment operators should be marked noexcept [performance-noexcept-move-constructor]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		expanded from macro 'JSON_THROW'	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use reinterpret_cast [cppcoreguidelines-pro-type-reinterpret-cast]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		calling a function that uses a default argument is disallowed [fuchsia-default-arguments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'object' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'ranges' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		type defined here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not implicitly decay an array into a pointer; consider using gsl::array_view or an explicit cast instead [cppcoreguidelines-pro-bounds-array-to-pointer-decay]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		constructor does not initialize these fields: type [cppcoreguidelines-pro-type-member-init]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not implicitly decay an array into a pointer; consider using gsl::array_view or an explicit cast instead [cppcoreguidelines-pro-bounds-array-to-pointer-decay]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'type' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'i' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		header guard does not follow preferred style [llvm-header-guard]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator+=' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use static_cast to downcast from a base to a derived class [cppcoreguidelines-pro-type-static-cast-downcast]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'it' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'n' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter 's', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator()' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use const_cast [cppcoreguidelines-pro-type-const-cast]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		declaring a parameter with a default argument is disallowed [fuchsia-default-arguments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		previously declared here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		redundant boolean literal in conditional return statement [readability-simplify-boolean-expr]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator-=' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		type defined here	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'value' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'i' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter 'result', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'byte_' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'value' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator*' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		declaring a parameter with a default argument is disallowed [fuchsia-default-arguments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		declaring a parameter with a default argument is disallowed [fuchsia-default-arguments]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator<=' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		constructor does not initialize these fields: m [cppcoreguidelines-pro-type-member-init]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator-' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		throwing an exception whose type 'detail::other_error' is not derived from 'std::exception' [hicpp-exception-baseclass]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator++' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'value' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		redundant 'value' declaration [readability-redundant-declaration]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'len' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'context' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter 'utf8_bytes_filled', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'element_type' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter at index 0, make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use pointer arithmetic [cppcoreguidelines-pro-bounds-pointer-arithmetic]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		class 'input_adapter_protocol' defines a default destructor but does not define a copy constructor, a copy assignment operator, a move constructor or a move assignment operator [hicpp-special-member-functions]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		constructor does not initialize these fields: limit [hicpp-member-init]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		parameter 'result' is unused [misc-unused-parameters]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		redundant boolean literal in conditional return statement [readability-simplify-boolean-expr]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		cannot overload 'operator+' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		non-const reference parameter 'pow10', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
Avertissement		do not use static_cast to downcast from a base to a derived class [cppcoreguidelines-pro-type-static-cast-downcast]	Linux-GCC-Debug-WithGreenSDK	/root/.vs/b4mesh/04888722-7ab6-435b-947b-dca7becdfea8/out/build/Linux-GCC-Debug-WithGreenSDK/_deps/json-src/single_include/nlohmann/json.hpp		
